 Container benchi-conduit  Creating
 Container benchi-conduit  Created
Attaching to benchi-conduit
benchi-conduit  | {"level":"info","component":"badger.DB","time":1743587486833,"message":"All 0 tables opened in 0s"}
benchi-conduit  | {"level":"debug","component":"provisioning.Service","action":"create connector with ID postgres-to-kafka:kafka-destination","time":1743587486842,"message":"executing action"}
benchi-conduit  | {"level":"info","component":"provisioning.Service","created":["postgres-to-kafka"],"deleted":[],"pipelines_path":"/app/pipelines","time":1743587486842,"message":"pipeline configs provisioned"}
benchi-conduit  | {"level":"debug","component":"lifecycle.Service","time":1743587486842,"message":"initializing pipelines statuses"}
benchi-conduit  | {"level":"info","address":"[::]:8084","time":1743587486842,"message":"grpc API started"}
benchi-conduit  | {"level":"info","address":"[::]:8080","time":1743587486842,"message":"http API started"}
benchi-conduit  | {"level":"info","time":1743587486842}
benchi-conduit  | {"level":"info","time":1743587486842,"message":"click here to navigate to explore the HTTP API: http://localhost:8080/openapi"}
benchi-conduit  | {"level":"info","time":1743587486842}
benchi-conduit  | {"level":"debug","component":"lifecycle.Service","pipeline_id":"postgres-to-kafka","time":1743587504366,"request_id":"00307961-d221-4b6f-85b0-1ea4d528147d","message":"starting pipeline"}
benchi-conduit  | {"level":"info","pipeline_id":"postgres-to-kafka","component":"lifecycle.Service","tasks":["postgres-to-kafka:postgres-source(*funnel.SourceTask)","postgres-to-kafka:kafka-destination(*funnel.DestinationTask)"],"order":[[1],null],"time":1743587504366,"request_id":"00307961-d221-4b6f-85b0-1ea4d528147d","message":"pipeline tasks and order"}
benchi-conduit  | {"level":"debug","pipeline_id":"postgres-to-kafka","connector_id":"postgres-to-kafka:postgres-source","component":"task:source","time":1743587504366,"message":"opening source"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:postgres-source","component":"connector.Source","time":1743587504366,"message":"dispensing source connector plugin"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"builtin.sourcePluginAdapter","request":{"Config":{"sdk.batch.delay":"1s","sdk.batch.size":"10000","sdk.schema.extract.key.enabled":"false","sdk.schema.extract.payload.enabled":"false","tables":"employees","url":"postgresql://meroxauser:meroxapass@benchi-postgres:5432/meroxadb"}},"time":1743587504366,"message":"calling Configure"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","time":1743587504366,"message":"sanitizing configuration and applying defaults"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","time":1743587504366,"message":"validating configuration according to the specifications"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","target":"*source.Config","time":1743587504366,"message":"decoding configuration into the target object"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"builtin.sourcePluginAdapter","request":{"Config":{"sdk.batch.delay":"1s","sdk.batch.size":"10000","sdk.schema.extract.key.enabled":"false","sdk.schema.extract.payload.enabled":"false","tables":"employees","url":"postgresql://meroxauser:meroxapass@benchi-postgres:5432/meroxadb"}},"time":1743587504367,"message":"calling LifecycleOnCreated"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"builtin.sourcePluginAdapter","request":{"Position":null},"time":1743587504367,"message":"calling Start"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","time":1743587504388,"message":"Initial snapshot requested, starting.."}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"builtin.sourcePluginAdapter","time":1743587504388,"message":"calling Run"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","component":"connector.Source","time":1743587504389,"message":"source connector plugin successfully started"}
benchi-conduit  | {"level":"debug","pipeline_id":"postgres-to-kafka","connector_id":"postgres-to-kafka:postgres-source","component":"task:source","time":1743587504389,"message":"source open"}
benchi-conduit  | {"level":"debug","pipeline_id":"postgres-to-kafka","connector_id":"postgres-to-kafka:kafka-destination","component":"task:destination","time":1743587504389,"message":"opening destination"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:kafka-destination","component":"connector.Destination","time":1743587504389,"message":"dispensing destination connector plugin"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"builtin.destinationPluginAdapter","request":{"Config":{"compression":"none","servers":"benchi-kafka:9092","topic":"postgres.public.employees"}},"time":1743587504389,"message":"calling Configure"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1743587504389,"message":"sanitizing configuration and applying defaults"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1743587504389,"message":"validating configuration according to the specifications"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","target":"*destination.Config","time":1743587504389,"message":"decoding configuration into the target object"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"builtin.destinationPluginAdapter","request":{"Config":{"compression":"none","servers":"benchi-kafka:9092","topic":"postgres.public.employees"}},"time":1743587504389,"message":"calling LifecycleOnCreated"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","time":1743587504389,"message":"source does not support batch reads, falling back to single reads"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"builtin.destinationPluginAdapter","request":{},"time":1743587504389,"message":"calling Open"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetchSize":50000,"tx.snapshot":"00000003-000001B1-1","startAt":0,"snapshotEnd":16000000,"time":1743587504389,"message":"starting fetcher fetcher_eab3c8d9649c4809b17cba960944468a"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetch_elapsed":6.016916,"time":1743587504395,"message":"cursor fetched data"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","time":1743587504395,"message":"extracting payload schema for 4 fields in employees"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","time":1743587504396,"message":"extracting schema for key id in employees"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"builtin.destinationPluginAdapter","time":1743587504402,"message":"calling Run"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:kafka-destination","component":"connector.Destination","time":1743587504402,"message":"destination connector plugin successfully started"}
benchi-conduit  | {"level":"debug","pipeline_id":"postgres-to-kafka","connector_id":"postgres-to-kafka:kafka-destination","component":"task:destination","time":1743587504402,"message":"destination open"}
benchi-conduit  | {"level":"debug","pipeline_id":"postgres-to-kafka","connector_id":"dlq","component":"task:destination","time":1743587504402,"message":"opening destination"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka-dlq","component":"connector.Destination","time":1743587504402,"message":"dispensing destination connector plugin"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka-dlq","plugin_type":"destination","plugin_name":"builtin:log","component":"builtin.destinationPluginAdapter","request":{"Config":{"level":"warn","message":"record delivery failed"}},"time":1743587504402,"message":"calling Configure"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka-dlq","plugin_type":"destination","plugin_name":"builtin:log","component":"plugin","time":1743587504402,"message":"sanitizing configuration and applying defaults"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka-dlq","plugin_type":"destination","plugin_name":"builtin:log","component":"plugin","time":1743587504402,"message":"validating configuration according to the specifications"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka-dlq","plugin_type":"destination","plugin_name":"builtin:log","component":"plugin","target":"*log.DestinationConfig","time":1743587504402,"message":"decoding configuration into the target object"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka-dlq","plugin_type":"destination","plugin_name":"builtin:log","component":"builtin.destinationPluginAdapter","request":{},"time":1743587504403,"message":"calling Open"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka-dlq","plugin_type":"destination","plugin_name":"builtin:log","component":"builtin.destinationPluginAdapter","time":1743587504403,"message":"calling Run"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka-dlq","component":"connector.Destination","time":1743587504403,"message":"destination connector plugin successfully started"}
benchi-conduit  | {"level":"debug","pipeline_id":"postgres-to-kafka","connector_id":"dlq","component":"task:destination","time":1743587504403,"message":"destination open"}
benchi-conduit  | {"level":"info","component":"lifecycle.Service","pipeline_id":"postgres-to-kafka","time":1743587504403,"request_id":"00307961-d221-4b6f-85b0-1ea4d528147d","message":"pipeline started"}
benchi-conduit  | {"level":"info","http_endpoint":"POST /v1/pipelines/postgres-to-kafka/start","grpc_method":"/api.v1.PipelineService/StartPipeline","duration":36.725917,"grpc_status_code":"OK","time":1743587504403,"request_id":"00307961-d221-4b6f-85b0-1ea4d528147d","message":"request processed"}
benchi-conduit  | {"level":"debug","component":"connector.Persister","stack":null,"count":2,"duration":0.120958,"time":1743587505369,"message":"persisted connectors"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","rows":50000,"table":"employees","elapsed":1437.162959,"completed_perc":"0.31","rate_per_min":"2087439","time":1743587505825,"message":"fetching rows"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetch_elapsed":6.427459,"time":1743587505831,"message":"cursor fetched data"}
benchi-conduit  | {"level":"debug","component":"connector.Persister","stack":null,"count":1,"duration":0.088208,"time":1743587506396,"message":"persisted connectors"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","rows":100000,"table":"employees","elapsed":2311.987376,"completed_perc":"0.62","rate_per_min":"2595152","time":1743587506700,"message":"fetching rows"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetch_elapsed":5.5585,"time":1743587506705,"message":"cursor fetched data"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","rows":150000,"table":"employees","elapsed":3093.186668,"completed_perc":"0.94","rate_per_min":"2909616","time":1743587507481,"message":"fetching rows"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetch_elapsed":6.694875,"time":1743587507488,"message":"cursor fetched data"}
benchi-conduit  | {"level":"debug","component":"connector.Persister","stack":null,"count":1,"duration":0.048792,"time":1743587507499,"message":"persisted connectors"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","rows":200000,"table":"employees","elapsed":3884.92896,"completed_perc":"1.25","rate_per_min":"3088855","time":1743587508273,"message":"fetching rows"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetch_elapsed":6.9535,"time":1743587508280,"message":"cursor fetched data"}
benchi-conduit  | {"level":"debug","component":"connector.Persister","stack":null,"count":1,"duration":0.070292,"time":1743587508591,"message":"persisted connectors"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","rows":250000,"table":"employees","elapsed":4696.840461,"completed_perc":"1.56","rate_per_min":"3193623","time":1743587509085,"message":"fetching rows"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetch_elapsed":7.18325,"time":1743587509092,"message":"cursor fetched data"}
benchi-conduit  | {"level":"debug","component":"connector.Persister","stack":null,"count":1,"duration":0.108125,"time":1743587509733,"message":"persisted connectors"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","rows":300000,"table":"employees","elapsed":5527.911711,"completed_perc":"1.88","rate_per_min":"3256193","time":1743587509916,"message":"fetching rows"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetch_elapsed":6.680584,"time":1743587509922,"message":"cursor fetched data"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","rows":350000,"table":"employees","elapsed":6331.392295,"completed_perc":"2.19","rate_per_min":"3316804","time":1743587510719,"message":"fetching rows"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetch_elapsed":7.31225,"time":1743587510727,"message":"cursor fetched data"}
benchi-conduit  | {"level":"debug","component":"connector.Persister","stack":null,"count":1,"duration":0.067042,"time":1743587510881,"message":"persisted connectors"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","rows":400000,"table":"employees","elapsed":7133.803837,"completed_perc":"2.50","rate_per_min":"3364262","time":1743587511522,"message":"fetching rows"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetch_elapsed":5.413583,"time":1743587511527,"message":"cursor fetched data"}
benchi-conduit  | {"level":"debug","component":"connector.Persister","stack":null,"count":1,"duration":0.094458,"time":1743587511984,"message":"persisted connectors"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","rows":450000,"table":"employees","elapsed":7972.250671,"completed_perc":"2.81","rate_per_min":"3386746","time":1743587512360,"message":"fetching rows"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetch_elapsed":5.028417,"time":1743587512365,"message":"cursor fetched data"}
benchi-conduit  | {"level":"debug","component":"connector.Persister","stack":null,"count":1,"duration":0.071709,"time":1743587513149,"message":"persisted connectors"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","rows":500000,"table":"employees","elapsed":8778.904296,"completed_perc":"3.12","rate_per_min":"3417281","time":1743587513167,"message":"fetching rows"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetch_elapsed":5.17875,"time":1743587513172,"message":"cursor fetched data"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","rows":550000,"table":"employees","elapsed":9568.901671,"completed_perc":"3.44","rate_per_min":"3448670","time":1743587513957,"message":"fetching rows"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetch_elapsed":5.001709,"time":1743587513962,"message":"cursor fetched data"}
benchi-conduit  | {"level":"debug","component":"connector.Persister","stack":null,"count":1,"duration":0.119334,"time":1743587514150,"message":"persisted connectors"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","rows":600000,"table":"employees","elapsed":10366.083589,"completed_perc":"3.75","rate_per_min":"3472863","time":1743587514754,"message":"fetching rows"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetch_elapsed":4.768208,"time":1743587514759,"message":"cursor fetched data"}
benchi-conduit  | {"level":"debug","component":"connector.Persister","stack":null,"count":1,"duration":0.060208,"time":1743587515252,"message":"persisted connectors"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","rows":650000,"table":"employees","elapsed":11135.437547,"completed_perc":"4.06","rate_per_min":"3502331","time":1743587515523,"message":"fetching rows"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetch_elapsed":5.251625,"time":1743587515529,"message":"cursor fetched data"}
benchi-conduit  | {"level":"debug","component":"connector.Persister","stack":null,"count":1,"duration":0.059958,"time":1743587516340,"message":"persisted connectors"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","rows":700000,"table":"employees","elapsed":11955.532673,"completed_perc":"4.38","rate_per_min":"3513017","time":1743587516343,"message":"fetching rows"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetch_elapsed":5.121,"time":1743587516348,"message":"cursor fetched data"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","rows":750000,"table":"employees","elapsed":12754.50609,"completed_perc":"4.69","rate_per_min":"3528164","time":1743587517142,"message":"fetching rows"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetch_elapsed":4.914209,"time":1743587517147,"message":"cursor fetched data"}
benchi-conduit  | {"level":"debug","component":"connector.Persister","stack":null,"count":1,"duration":0.072459,"time":1743587517459,"message":"persisted connectors"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","rows":800000,"table":"employees","elapsed":13567.258048,"completed_perc":"5.00","rate_per_min":"3537928","time":1743587517955,"message":"fetching rows"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetch_elapsed":5.353417,"time":1743587517960,"message":"cursor fetched data"}
benchi-conduit  | {"level":"debug","component":"connector.Persister","stack":null,"count":1,"duration":0.053708,"time":1743587518593,"message":"persisted connectors"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","rows":850000,"table":"employees","elapsed":14377.494382,"completed_perc":"5.31","rate_per_min":"3547209","time":1743587518765,"message":"fetching rows"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetch_elapsed":5.518625,"time":1743587518771,"message":"cursor fetched data"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","rows":900000,"table":"employees","elapsed":15173.488049,"completed_perc":"5.62","rate_per_min":"3558838","time":1743587519561,"message":"fetching rows"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetch_elapsed":4.995792,"time":1743587519566,"message":"cursor fetched data"}
benchi-conduit  | {"level":"debug","component":"connector.Persister","stack":null,"count":1,"duration":0.065375,"time":1743587519730,"message":"persisted connectors"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","rows":950000,"table":"employees","elapsed":15974.923285,"completed_perc":"5.94","rate_per_min":"3568091","time":1743587520363,"message":"fetching rows"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetch_elapsed":6.277041,"time":1743587520369,"message":"cursor fetched data"}
benchi-conduit  | {"level":"debug","component":"connector.Persister","stack":null,"count":1,"duration":0.290541,"time":1743587520829,"message":"persisted connectors"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","rows":1000000,"table":"employees","elapsed":16939.754119,"completed_perc":"6.25","rate_per_min":"3541962","time":1743587521328,"message":"fetching rows"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetch_elapsed":7.228625,"time":1743587521335,"message":"cursor fetched data"}
benchi-conduit  | {"level":"debug","component":"connector.Persister","stack":null,"count":1,"duration":0.08,"time":1743587521994,"message":"persisted connectors"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","rows":1050000,"table":"employees","elapsed":17790.263994,"completed_perc":"6.56","rate_per_min":"3541262","time":1743587522178,"message":"fetching rows"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetch_elapsed":8.272709,"time":1743587522186,"message":"cursor fetched data"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","rows":1100000,"table":"employees","elapsed":18585.199453,"completed_perc":"6.88","rate_per_min":"3551212","time":1743587522973,"message":"fetching rows"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetch_elapsed":9.787709,"time":1743587522983,"message":"cursor fetched data"}
benchi-conduit  | {"level":"debug","component":"connector.Persister","stack":null,"count":1,"duration":0.066458,"time":1743587523135,"message":"persisted connectors"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","rows":1150000,"table":"employees","elapsed":19395.67012,"completed_perc":"7.19","rate_per_min":"3557494","time":1743587523783,"message":"fetching rows"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetch_elapsed":8.14175,"time":1743587523792,"message":"cursor fetched data"}
benchi-conduit  | {"level":"debug","component":"connector.Persister","stack":null,"count":1,"duration":0.054584,"time":1743587524269,"message":"persisted connectors"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","rows":1200000,"table":"employees","elapsed":20210.279121,"completed_perc":"7.50","rate_per_min":"3562543","time":1743587524598,"message":"fetching rows"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetch_elapsed":8.852625,"time":1743587524607,"message":"cursor fetched data"}
benchi-conduit  | {"level":"debug","component":"connector.Persister","stack":null,"count":1,"duration":0.064292,"time":1743587525407,"message":"persisted connectors"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","rows":1250000,"table":"employees","elapsed":21024.489788,"completed_perc":"7.81","rate_per_min":"3567268","time":1743587525412,"message":"fetching rows"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetch_elapsed":7.465125,"time":1743587525420,"message":"cursor fetched data"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","rows":1300000,"table":"employees","elapsed":21839.986913,"completed_perc":"8.12","rate_per_min":"3571430","time":1743587526228,"message":"fetching rows"}
