 Container benchi-conduit  Creating
 Container benchi-conduit  Created
Attaching to benchi-conduit
benchi-conduit  | {"level":"info","component":"badger.DB","time":1743602971063,"message":"All 0 tables opened in 0s"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","target":"*destination.Config","time":1743602972210,"message":"decoding configuration into the target object"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"builtin.destinationPluginAdapter","request":{"Config":{"servers":"benchi-kafka:9092","topic":"postgres.public.employees"}},"time":1743602972211,"message":"calling LifecycleOnCreated"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","time":1743602972211,"message":"source does not support batch reads, falling back to single reads"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"builtin.destinationPluginAdapter","request":{},"time":1743602972211,"message":"calling Open"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetchSize":50000,"tx.snapshot":"00000003-00000021-1","startAt":0,"snapshotEnd":0,"time":1743602972211,"message":"starting fetcher fetcher_7c01388d2c8e4ecfb1b5b687699e9435"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetch_elapsed":0.108916,"time":1743602972212,"message":"cursor fetched data"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","elapsed":1.560041,"rate_per_min":"0","table":"employees","time":1743602972212,"message":"\"employees\" snapshot completed"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","slot":"conduitslot","publication":"conduitpub","time":1743602972212,"message":"Starting logical replication at 0/1A1E900"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","slot":"conduitslot","publication":"conduitpub","time":1743602972218,"message":"Logical replication started"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","time":1743602972218,"message":"Snapshot completed, switching to CDC mode"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"builtin.destinationPluginAdapter","time":1743602972226,"message":"calling Run"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:kafka-destination","component":"connector.Destination","time":1743602972226,"message":"destination connector plugin successfully started"}
benchi-conduit  | {"level":"debug","pipeline_id":"postgres-to-kafka","connector_id":"postgres-to-kafka:kafka-destination","component":"task:destination","time":1743602972226,"message":"destination open"}
benchi-conduit  | {"level":"debug","pipeline_id":"postgres-to-kafka","connector_id":"dlq","component":"task:destination","time":1743602972226,"message":"opening destination"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka-dlq","component":"connector.Destination","time":1743602972226,"message":"dispensing destination connector plugin"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka-dlq","plugin_type":"destination","plugin_name":"builtin:log","component":"builtin.destinationPluginAdapter","request":{"Config":{"level":"warn","message":"record delivery failed"}},"time":1743602972226,"message":"calling Configure"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka-dlq","plugin_type":"destination","plugin_name":"builtin:log","component":"plugin","time":1743602972226,"message":"sanitizing configuration and applying defaults"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka-dlq","plugin_type":"destination","plugin_name":"builtin:log","component":"plugin","time":1743602972226,"message":"validating configuration according to the specifications"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka-dlq","plugin_type":"destination","plugin_name":"builtin:log","component":"plugin","target":"*log.DestinationConfig","time":1743602972226,"message":"decoding configuration into the target object"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka-dlq","plugin_type":"destination","plugin_name":"builtin:log","component":"builtin.destinationPluginAdapter","request":{},"time":1743602972226,"message":"calling Open"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka-dlq","plugin_type":"destination","plugin_name":"builtin:log","component":"builtin.destinationPluginAdapter","time":1743602972226,"message":"calling Run"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka-dlq","component":"connector.Destination","time":1743602972226,"message":"destination connector plugin successfully started"}
benchi-conduit  | {"level":"debug","pipeline_id":"postgres-to-kafka","connector_id":"dlq","component":"task:destination","time":1743602972226,"message":"destination open"}
benchi-conduit  | {"level":"info","component":"lifecycle.Service","pipeline_id":"postgres-to-kafka","time":1743602972227,"request_id":"430bd24b-e086-4177-87ac-be15673b9bf3","message":"pipeline started"}
benchi-conduit  | {"level":"info","http_endpoint":"POST /v1/pipelines/postgres-to-kafka/start","grpc_method":"/api.v1.PipelineService/StartPipeline","duration":41.0695,"grpc_status_code":"OK","time":1743602972227,"request_id":"430bd24b-e086-4177-87ac-be15673b9bf3","message":"request processed"}
benchi-conduit  | {"level":"info","component":"lifecycle.Service","pipeline_id":"postgres-to-kafka","pipeline_status":1,"time":1743602972231,"request_id":"d5e08858-5ce3-464d-98e1-aee0016304a0","message":"gracefully stopping pipeline"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:postgres-source","component":"connector.Source","time":1743602972231,"request_id":"d5e08858-5ce3-464d-98e1-aee0016304a0","message":"closing stream"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:postgres-source","component":"connector.Source","time":1743602972231,"request_id":"d5e08858-5ce3-464d-98e1-aee0016304a0","message":"tearing down source connector plugin"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"builtin.sourcePluginAdapter","time":1743602972231,"message":"Run stopped"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"builtin.sourcePluginAdapter","request":{},"time":1743602972231,"request_id":"d5e08858-5ce3-464d-98e1-aee0016304a0","message":"calling Teardown"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","time":1743602972231,"message":"Tearing down iterator..."}
benchi-conduit  | {"level":"error","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","stack":null,"error":"failed to receive message: receive message failed: context canceled","time":1743602972231,"message":"replication exited with an error"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","time":1743602972231,"message":"Closing connection pool..."}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","component":"connector.Source","time":1743602972231,"request_id":"d5e08858-5ce3-464d-98e1-aee0016304a0","message":"source connector plugin successfully torn down"}
benchi-conduit  | {"level":"info","http_endpoint":"POST /v1/pipelines/postgres-to-kafka/stop","grpc_method":"/api.v1.PipelineService/StopPipeline","duration":0.779083,"grpc_status_code":"OK","time":1743602972231,"request_id":"d5e08858-5ce3-464d-98e1-aee0016304a0","message":"request processed"}
benchi-conduit  | {"level":"debug","component":"connector.Persister","stack":null,"count":2,"duration":0.088667,"time":1743602972231,"message":"persisted connectors"}
benchi-conduit  | {"level":"info","component":"lifecycle.Service","pipeline_id":"postgres-to-kafka","time":1743602972231,"message":"pipeline worker stopped"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:kafka-destination","component":"connector.Destination","time":1743602972231,"message":"tearing down destination connector plugin"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"builtin.destinationPluginAdapter","request":{},"time":1743602972232,"message":"calling Teardown"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:kafka-destination","component":"connector.Destination","time":1743602972232,"message":"destination connector plugin successfully torn down"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka-dlq","component":"connector.Destination","time":1743602972232,"message":"tearing down destination connector plugin"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka-dlq","plugin_type":"destination","plugin_name":"builtin:log","component":"builtin.destinationPluginAdapter","request":{},"time":1743602972232,"message":"calling Teardown"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka-dlq","component":"connector.Destination","time":1743602972232,"message":"destination connector plugin successfully torn down"}
benchi-conduit  | {"level":"info","component":"lifecycle.Service","pipeline_id":"postgres-to-kafka","time":1743602972232,"message":"pipeline stopped"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"builtin.destinationPluginAdapter","time":1743602972232,"message":"Run stopped"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka-dlq","plugin_type":"destination","plugin_name":"builtin:log","component":"builtin.destinationPluginAdapter","time":1743602972232,"message":"Run stopped"}
benchi-conduit  | {"level":"debug","component":"lifecycle.Service","pipeline_id":"postgres-to-kafka","time":1743602989887,"request_id":"05334c16-aac2-4371-a7ee-1490cfc42db4","message":"starting pipeline"}
benchi-conduit  | {"level":"info","pipeline_id":"postgres-to-kafka","component":"lifecycle.Service","tasks":["postgres-to-kafka:postgres-source(*funnel.SourceTask)","postgres-to-kafka:kafka-destination(*funnel.DestinationTask)"],"order":[[1],null],"time":1743602989888,"request_id":"05334c16-aac2-4371-a7ee-1490cfc42db4","message":"pipeline tasks and order"}
benchi-conduit  | {"level":"debug","pipeline_id":"postgres-to-kafka","connector_id":"postgres-to-kafka:postgres-source","component":"task:source","time":1743602989888,"message":"opening source"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:postgres-source","component":"connector.Source","time":1743602989888,"message":"dispensing source connector plugin"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"builtin.sourcePluginAdapter","request":{"Config":{"sdk.batch.delay":"1s","sdk.batch.size":"10000","sdk.schema.extract.key.enabled":"false","sdk.schema.extract.payload.enabled":"false","tables":"employees","url":"postgresql://meroxauser:meroxapass@benchi-postgres:5432/meroxadb"}},"time":1743602989888,"message":"calling Configure"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","time":1743602989888,"message":"sanitizing configuration and applying defaults"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","time":1743602989888,"message":"validating configuration according to the specifications"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","target":"*source.Config","time":1743602989888,"message":"decoding configuration into the target object"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"builtin.sourcePluginAdapter","request":{"Position":null},"time":1743602989889,"message":"calling Start"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","time":1743602989897,"message":"Publication \"conduitpub\" already exists."}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","time":1743602989900,"message":"replication slot \"conduitslot\" already exists"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","time":1743602989906,"message":"Initial snapshot requested, starting.."}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"builtin.sourcePluginAdapter","time":1743602989906,"message":"calling Run"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","component":"connector.Source","time":1743602989906,"message":"source connector plugin successfully started"}
benchi-conduit  | {"level":"debug","pipeline_id":"postgres-to-kafka","connector_id":"postgres-to-kafka:postgres-source","component":"task:source","time":1743602989906,"message":"source open"}
benchi-conduit  | {"level":"debug","pipeline_id":"postgres-to-kafka","connector_id":"postgres-to-kafka:kafka-destination","component":"task:destination","time":1743602989906,"message":"opening destination"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:kafka-destination","component":"connector.Destination","time":1743602989906,"message":"dispensing destination connector plugin"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"builtin.destinationPluginAdapter","request":{"Config":{"servers":"benchi-kafka:9092","topic":"postgres.public.employees"}},"time":1743602989906,"message":"calling Configure"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1743602989906,"message":"sanitizing configuration and applying defaults"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","time":1743602989906,"message":"validating configuration according to the specifications"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"plugin","target":"*destination.Config","time":1743602989906,"message":"decoding configuration into the target object"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"builtin.destinationPluginAdapter","request":{},"time":1743602989907,"message":"calling Open"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","time":1743602989907,"message":"source does not support batch reads, falling back to single reads"}
benchi-conduit  | {"level":"warn","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","time":1743602989907,"message":"fetcher \"fetcher_3aa50b963bb44660913a330812359eea\" starting without transaction snapshot"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetchSize":50000,"tx.snapshot":"","startAt":0,"snapshotEnd":16000000,"time":1743602989908,"message":"starting fetcher fetcher_3aa50b963bb44660913a330812359eea"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:kafka-destination","plugin_type":"destination","plugin_name":"builtin:kafka","component":"builtin.destinationPluginAdapter","time":1743602989914,"message":"calling Run"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:kafka-destination","component":"connector.Destination","time":1743602989914,"message":"destination connector plugin successfully started"}
benchi-conduit  | {"level":"debug","pipeline_id":"postgres-to-kafka","connector_id":"postgres-to-kafka:kafka-destination","component":"task:destination","time":1743602989914,"message":"destination open"}
benchi-conduit  | {"level":"debug","pipeline_id":"postgres-to-kafka","connector_id":"dlq","component":"task:destination","time":1743602989914,"message":"opening destination"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka-dlq","component":"connector.Destination","time":1743602989914,"message":"dispensing destination connector plugin"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka-dlq","plugin_type":"destination","plugin_name":"builtin:log","component":"builtin.destinationPluginAdapter","request":{"Config":{"level":"warn","message":"record delivery failed"}},"time":1743602989914,"message":"calling Configure"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka-dlq","plugin_type":"destination","plugin_name":"builtin:log","component":"plugin","time":1743602989914,"message":"sanitizing configuration and applying defaults"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka-dlq","plugin_type":"destination","plugin_name":"builtin:log","component":"plugin","time":1743602989914,"message":"validating configuration according to the specifications"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka-dlq","plugin_type":"destination","plugin_name":"builtin:log","component":"plugin","target":"*log.DestinationConfig","time":1743602989914,"message":"decoding configuration into the target object"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka-dlq","plugin_type":"destination","plugin_name":"builtin:log","component":"builtin.destinationPluginAdapter","request":{},"time":1743602989914,"message":"calling Open"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka-dlq","plugin_type":"destination","plugin_name":"builtin:log","component":"builtin.destinationPluginAdapter","time":1743602989914,"message":"calling Run"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka-dlq","component":"connector.Destination","time":1743602989914,"message":"destination connector plugin successfully started"}
benchi-conduit  | {"level":"debug","pipeline_id":"postgres-to-kafka","connector_id":"dlq","component":"task:destination","time":1743602989914,"message":"destination open"}
benchi-conduit  | {"level":"info","component":"lifecycle.Service","pipeline_id":"postgres-to-kafka","time":1743602989914,"request_id":"05334c16-aac2-4371-a7ee-1490cfc42db4","message":"pipeline started"}
benchi-conduit  | {"level":"info","http_endpoint":"POST /v1/pipelines/postgres-to-kafka/start","grpc_method":"/api.v1.PipelineService/StartPipeline","duration":26.792333,"grpc_status_code":"OK","time":1743602989914,"request_id":"05334c16-aac2-4371-a7ee-1490cfc42db4","message":"request processed"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetch_elapsed":8.642833,"time":1743602989917,"message":"cursor fetched data"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","time":1743602989917,"message":"extracting payload schema for 4 fields in employees"}
benchi-conduit  | {"level":"debug","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","time":1743602989917,"message":"extracting schema for key id in employees"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","rows":50000,"table":"employees","elapsed":1218.240584,"completed_perc":"0.31","rate_per_min":"2462558","time":1743602991124,"message":"fetching rows"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetch_elapsed":5.66625,"time":1743602991130,"message":"cursor fetched data"}
benchi-conduit  | {"level":"debug","component":"connector.Persister","stack":null,"count":1,"duration":0.069458,"time":1743602991741,"message":"persisted connectors"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","rows":100000,"table":"employees","elapsed":2067.514668,"completed_perc":"0.62","rate_per_min":"2902023","time":1743602991974,"message":"fetching rows"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetch_elapsed":6.170291,"time":1743602991980,"message":"cursor fetched data"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","rows":150000,"table":"employees","elapsed":2905.640044,"completed_perc":"0.94","rate_per_min":"3097414","time":1743602992812,"message":"fetching rows"}
benchi-conduit  | {"level":"info","connector_id":"postgres-to-kafka:postgres-source","plugin_type":"source","plugin_name":"builtin:postgres","component":"plugin","fetch_elapsed":6.482959,"time":1743602992818,"message":"cursor fetched data"}
benchi-conduit  | {"level":"debug","component":"connector.Persister","stack":null,"count":1,"duration":0.116792,"time":1743602992868,"message":"persisted connectors"}
